Id,PostTypeId,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"45023","1","2019-02-04 09:05:24","1","98","<nlp>","0",""
"45027","1","2019-02-04 11:03:58","1","375","<deep-learning><cnn><convolution>","0",""
"45028","1","2019-02-04 11:18:01","3","1772","<scikit-learn><logistic-regression>","1",""
"45033","1","2019-02-04 12:10:56","3","836","<nlp>","2",""
"45036","1","2019-02-04 13:39:51","0","127","<deep-learning><lstm>","1",""
"45039","1","2019-02-04 14:46:24","6","982","<deep-learning><cnn><training><gan>","2",""
"45041","1","2019-02-04 16:08:30","2","3867","<machine-learning><python><classification><scikit-learn>","1",""
"45046","1","2019-02-04 16:32:21","12","6871","<machine-learning><scikit-learn><cross-validation><sampling><class-imbalance>","1",""
"45052","1","2019-02-04 21:25:49","1","40","<autoencoder><hyperparameter><generative-models><hyperparameter-tuning>","0",""
"45054","1","2019-02-04 22:45:45","0","2310","<scikit-learn><outlier>","3",""
"45057","1","2019-02-05 01:21:37","0","178","<reinforcement-learning><policy-gradients><actor-critic>","2",""
"45061","1","2019-02-05 03:04:19","1","100","<machine-learning><time-series><clustering><similarity>","0",""
"45067","1","2019-02-05 06:11:55","1","217","<machine-learning><python><naive-bayes-classifier><tfidf>","0",""
"45068","1","2019-02-05 06:35:04","2","767","<machine-learning><neural-network><deep-learning><supervised-learning><performance>","0",""
"45070","1","2019-02-05 07:28:04","5","165","<neural-network><lstm><rnn>","1",""
"45074","1","2019-02-05 10:02:16","2","12704","<python><pandas>","2",""
"45075","1","2019-02-05 10:02:24","2","10136","<python><pandas>","1",""
"45083","1","2019-02-05 11:20:29","2","1180","<r><dataframe><programming><dplyr>","2",""
"45084","1","2019-02-05 11:57:00","1","340","<loss-function>","1",""
"45086","1","2019-02-05 12:03:37","2","515","<keras><tensorflow>","1",""
"45089","1","2019-02-05 12:44:40","1","236","<pandas>","4",""
"45098","1","2019-02-05 15:06:04","1","28","<neural-network><training>","0",""
"45102","1","2019-02-05 15:45:10","3","431","<python><pandas><numpy><jupyter>","1",""
"45103","1","2019-02-05 16:19:07","2","81","<neural-network><deep-learning>","2","0"
"45104","1","2019-02-05 16:19:40","0","1005","<tensorflow>","1",""
"45107","1","2019-02-05 16:44:46","1","33","<predictive-modeling>","0",""
"45114","1","2019-02-05 18:48:48","1","56","<predictive-modeling><unsupervised-learning><supervised-learning>","1",""
"45117","1","2019-02-05 19:37:02","1","485","<python><neural-network><rnn><pytorch>","0",""
"45118","1","2019-02-05 20:38:56","10","33416","<python><r>","2",""
"45119","1","2019-02-05 20:55:27","1","30","<classification>","1",""
"45121","1","2019-02-05 20:57:25","2","87","<machine-learning><python><r><machine-learning-model><azure-ml>","1",""
"45124","1","2019-02-05 21:52:45","6","5350","<python><pytorch>","2",""
"45128","1","2019-02-06 03:26:47","2","322","<machine-learning><sampling>","1",""
"45129","1","2019-02-06 03:57:30","2","8909","<python><time-series><lstm><matlab>","1",""
"45133","1","2019-02-06 05:13:53","1","6230","<python><data-mining><data-cleaning>","2",""
"45136","1","2019-02-06 05:55:24","1","43","<python><data-mining><data-cleaning>","1",""
"45137","1","2019-02-06 06:31:51","1","398","<machine-learning><time-series><correlation><similarity>","1",""
"45139","1","2019-02-06 07:31:29","0","43","<python><map-reduce>","1",""
"45143","1","2019-02-06 08:36:38","1","53","<nlp><naive-bayes-classifier><ngrams>","0",""
"45144","1","2019-02-06 08:56:45","2","3863","<machine-learning><pandas><pyspark>","2",""
"45148","1","2019-02-06 09:24:17","3","8665","<r><data-mining><dataset><dplyr>","2",""
"45149","1","2019-02-06 09:37:59","3","892","<nlp><sentiment-analysis>","1",""
"45151","1","2019-02-06 10:14:49","0","110","<python><data-mining><data-cleaning>","1",""
"45153","1","2019-02-06 10:37:31","1","87","<machine-learning>","1",""
"45154","1","2019-02-06 10:40:51","1","1212","<tensorflow><lstm><rnn><data-science-model>","0",""
"45156","1","2019-02-06 10:58:20","2","4880","<python><data-mining><text-mining><data-cleaning>","2",""
"45157","1","2019-02-06 10:58:23","1","28","<data><preprocessing>","0",""
"45158","1","2019-02-06 11:01:01","1","377","<text-mining><orange>","0",""
"45163","1","2019-02-06 12:31:40","3","2695","<python><nlp><class-imbalance><imbalanced-learn>","3",""
"45165","1","2019-02-06 13:29:24","65","198220","<machine-learning><neural-network><deep-learning><classification><keras>","5",""
"45168","1","2019-02-06 13:57:33","2","142","<deep-learning><classification><cnn><computer-vision><image-preprocessing>","0",""
"45169","1","2019-02-06 14:23:36","2","20","<data-mining><machine-learning-model>","0",""
"45170","1","2019-02-06 14:31:11","1","33","<r>","1",""
"45174","1","2019-02-06 15:51:53","12","34172","<machine-learning><scikit-learn><multilabel-classification>","6",""
"45176","1","2019-02-06 16:50:59","1","62","<python><optimization>","1",""
"45177","1","2019-02-06 16:51:27","2","2428","<tensorflow>","1",""
"45178","1","2019-02-06 17:24:27","1","36","<beginner><education>","1",""
"45179","1","2019-02-06 17:26:20","1","50","<python><keras><tensorflow>","1",""
"45180","1","2019-02-06 17:37:49","6","125","<feature-selection><random-forest><decision-trees><predictor-importance>","1",""
"45183","1","2019-02-06 18:56:27","2","413","<nlp><recommender-system><word-embeddings>","1",""
"45184","1","2019-02-06 19:24:17","2","31","<dataset>","1",""
"45189","1","2019-02-06 22:44:04","1","11","<time-series>","0",""
"45190","1","2019-02-07 04:49:52","1","78","<nlp><language-model>","0",""
"45197","1","2019-02-07 08:37:05","3","120","<machine-learning><deep-learning><supervised-learning>","1",""
"45200","1","2019-02-07 09:06:03","2","79","<machine-learning><neural-network><cnn>","1",""
"45202","1","2019-02-07 09:46:19","2","93","<predictive-modeling><model-selection><model-evaluations><scoring>","1",""
"45203","1","2019-02-07 09:53:25","1","187","<r><data-mining><visualization><ggplot2>","1",""
"45204","1","2019-02-07 09:56:54","1","100","<nlp>","0",""
"45208","1","2019-02-07 10:14:38","1","978","<keras><scikit-learn><cross-validation><class-imbalance>","2",""
"45211","1","2019-02-07 10:47:30","2","61","<machine-learning><regression><statistics><logistic-regression>","1",""
"45214","1","2019-02-07 12:37:57","2","142","<dataset><training>","1",""
"45216","1","2019-02-07 12:46:53","1","46","<time-series><lstm><rnn><sequence-to-sequence><stacked-lstm>","0",""
"45220","1","2019-02-07 15:37:42","-1","358","<machine-learning><clustering><similarity><pca><dimensionality-reduction>","2",""
"45221","1","2019-02-07 15:48:51","2","37","<training><labels><binary><classifier>","1",""
"45223","1","2019-02-07 16:10:54","1","66","<machine-learning><ensemble-modeling>","2",""
"45224","1","2019-02-07 18:00:45","1","332","<python><keras>","0",""
"45228","1","2019-02-07 18:47:25","2","2782","<machine-learning><keras><time-series><lstm>","1",""
"45230","1","2019-02-07 18:59:38","1","147","<machine-learning><classification><svm><fuzzy-logic>","0",""
"45231","1","2019-02-07 19:32:24","1","396","<time-series><clustering>","1",""
"45236","1","2019-02-07 23:23:03","4","1431","<statistics><distribution><excel><churn>","3",""
"45237","1","2019-02-07 23:53:36","1","44","<colab>","0",""
"45238","1","2019-02-08 02:51:26","3","811","<naive-bayes-classifier><missing-data>","2",""
"45239","1","2019-02-08 04:13:36","1","12359","<python><regression>","1",""
"45240","1","2019-02-08 04:34:06","1","249","<neural-network><cnn><transfer-learning>","1",""
"45243","1","2019-02-08 06:09:06","3","230","<machine-learning><neural-network><reinforcement-learning>","3",""
"45246","1","2019-02-08 08:49:04","5","14958","<deep-learning><neural-network><keras><tensorflow><convolutional-neural-network>","2",""
"45251","1","2019-02-08 09:37:25","1","240","<classification><scikit-learn><data-mining><text-mining><word2vec>","1",""
"45254","1","2019-02-08 09:47:49","3","107","<data-mining><time-series><predictive-modeling><statistics><prediction>","1",""
"45255","1","2019-02-08 10:14:25","5","3785","<naive-bayes-classifier><outlier><bayesian>","2",""
"45256","1","2019-02-08 10:29:29","0","2450","<machine-learning><regression><statistics>","1",""
"45263","1","2019-02-08 12:46:10","0","111","<machine-learning><feature-selection><feature-extraction><feature-engineering><machine-learning-model>","1",""
"45276","1","2019-02-08 17:36:13","4","1381","<machine-learning><python><deep-learning><tensorflow>","1",""
"45277","1","2019-02-08 18:30:04","1","151","<pandas>","0",""
"45279","1","2019-02-08 19:31:01","2","46","<classification><accuracy><metric>","2",""
"45281","1","2019-02-08 21:23:21","2","8501","<machine-learning><neural-network><deep-learning><keras>","2",""
"45282","1","2019-02-08 22:09:13","4","10555","<cnn>","1",""
"45284","1","2019-02-08 23:04:18","1","1005","<machine-learning><feature-engineering>","1",""
"45285","1","2019-02-09 00:14:07","9","3613","<neural-network><regression><logistic-regression><loss-function><probability>","4",""
"45286","1","2019-02-09 00:20:54","1","46","<neural-network><feature-engineering><gradient-descent>","1",""
"45287","1","2019-02-09 01:48:15","1","19","<machine-learning><classification><data-mining><decision-trees><scoring>","0",""
"45288","1","2019-02-09 03:49:28","1","96","<machine-learning><rbm>","1",""
"45289","1","2019-02-09 04:53:37","1","688","<python>","2",""
"45291","1","2019-02-09 07:23:35","0","72","<clustering>","1",""
"45292","1","2019-02-09 07:27:55","1","268","<machine-learning><neural-network><image-classification><image-recognition>","2",""
"45293","1","2019-02-09 07:39:51","3","1775","<python><time-series>","2",""
"45298","1","2019-02-09 09:44:36","1","74","<excel>","0",""
"45300","1","2019-02-09 09:50:29","1","1418","<python><neural-network><rnn><feature-construction>","1",""
"45302","1","2019-02-09 12:13:57","1","19","<machine-learning><svm>","0",""
"45308","1","2019-02-09 15:06:02","1","14","<data-mining><dataset><data-cleaning>","0",""
"45309","1","2019-02-09 15:11:13","1","398","<keras><version-control>","0",""
"45311","1","2019-02-09 17:09:14","1","7445","<python><dataset><pandas><numpy><dataframe>","1",""
"45312","1","2019-02-09 17:22:44","1","340","<keras><multilabel-classification>","0",""
"45314","1","2019-02-09 18:24:50","19","200145","<python><pandas>","3",""
"45318","1","2019-02-09 21:52:15","1","30","<neural-network><keras><tensorflow><cnn><pytorch>","1",""
"45319","1","2019-02-09 23:03:38","3","4160","<machine-learning><python><scikit-learn><decision-trees><overfitting>","3",""
"45320","1","2019-02-09 23:08:55","3","430","<neural-network><deep-learning><ai><weight-initialization>","1",""
"45321","1","2019-02-09 23:15:06","1","58","<python><text-mining><map-reduce>","0",""
"45322","1","2019-02-09 23:36:42","4","536","<deep-learning><activation-function>","1",""
"45328","1","2019-02-10 03:26:11","2","832","<python><keras><dataset><lstm><bigdata>","0",""
"45331","1","2019-02-10 05:20:25","2","1171","<machine-learning><data>","1",""
"45332","1","2019-02-10 06:33:37","6","295","<classification><statistics><optimization><machine-learning-model>","3","0"
"45335","1","2019-02-10 10:40:47","2","83","<machine-learning><deep-learning><nlp>","2",""
"45340","1","2019-02-10 14:56:07","2","1496","<machine-learning><neural-network><classification><keras>","0",""
"45341","1","2019-02-10 15:32:13","0","2149","<machine-learning><training><unsupervised-learning><supervised-learning>","2",""
"45343","1","2019-02-10 17:13:39","1","848","<machine-learning><neural-network><deep-learning><tensorflow><gan>","0",""
"45345","1","2019-02-10 17:43:07","0","251","<market-basket-analysis>","1",""
"45346","1","2019-02-10 18:13:25","1","1016","<decision-trees><data-science-model>","1",""
"45348","1","2019-02-10 19:00:45","0","516","<machine-learning><clustering><data-analysis>","1",""
"45351","1","2019-02-10 23:09:41","2","278","<kaggle><genetic-programming>","2",""
"45355","1","2019-02-11 02:42:05","0","1030","<scikit-learn><pipelines>","1",""
"45356","1","2019-02-11 02:48:58","2","2532","<python><scikit-learn>","1",""
"45359","1","2019-02-11 03:42:29","1","102","<statistics><probability><bayesian><probabilistic-programming><mcmc>","1",""
"45362","1","2019-02-11 06:22:00","1","34","<machine-learning><nlp><nltk>","0",""
"45365","1","2019-02-11 07:35:30","2","712","<ranking><learning-to-rank><ndcg>","1",""
"45369","1","2019-02-11 09:57:39","3","13044","<bigdata><apache-spark><pyspark>","1",""
"45370","1","2019-02-11 10:35:45","3","313","<clustering><unsupervised-learning><tsne>","2",""
"45371","1","2019-02-11 10:49:46","4","2484","<scikit-learn><regression><linear-regression><gradient-descent><boosting>","1",""
"45375","1","2019-02-11 11:39:35","1","59","<classification><nlp><text>","0",""
"45376","1","2019-02-11 11:44:54","3","1524","<python><classification><preprocessing><text><named-entity-recognition>","2","0"
"45377","1","2019-02-11 11:53:27","1","71","<machine-learning><tensorflow><logistic-regression>","1",""
"45379","1","2019-02-11 12:11:23","1","180","<machine-learning><neural-network>","1",""
"45383","1","2019-02-11 14:12:26","3","5596","<python><pandas><data-cleaning><missing-data>","1",""
"45387","1","2019-02-11 15:03:15","4","69","<data-mining><dataset><data-cleaning>","0",""
"45389","1","2019-02-11 15:11:10","1","31","<machine-learning><decision-trees><tfidf>","1",""
"45393","1","2019-02-11 16:02:18","1","1094","<keras><tensorflow><cnn>","1",""
"45394","1","2019-02-11 16:02:49","5","9253","<r><time-series><lstm><forecasting>","2",""
"45400","1","2019-02-11 17:31:48","1","7255","<machine-learning><python><scikit-learn>","1",""
"45404","1","2019-02-11 17:58:48","5","147","<cnn><multiclass-classification><alex-net>","4",""
"45405","1","2019-02-11 18:30:26","2","73","<logistic-regression>","1",""
"45408","1","2019-02-11 20:35:28","2","214","<gradient-descent><learning-rate>","2",""
"45409","1","2019-02-11 20:37:03","1","209","<python><tensorflow><gradient-descent>","0",""
"45410","1","2019-02-11 21:04:17","4","102","<pytorch>","1",""
"45416","1","2019-02-12 00:36:29","5","7770","<python><keras><tensorflow><cnn><probability>","4",""
"45418","1","2019-02-12 00:50:39","1","84","<neural-network>","0",""
"45426","1","2019-02-12 04:51:49","1","710","<keras>","1",""
"45427","1","2019-02-12 05:08:24","2","60","<r><predictive-modeling><machine-learning-model><simulation>","0",""
"45428","1","2019-02-12 05:43:18","1","28","<cnn>","0",""
"45430","1","2019-02-12 06:20:30","3","100","<machine-learning><learning>","0",""
"45431","1","2019-02-12 07:26:56","2","218","<machine-learning>","1",""
"45433","1","2019-02-12 08:56:23","2","606","<python><keras><tensorflow><lstm>","0",""
"45434","1","2019-02-12 09:09:01","8","596","<neural-network><feature-selection><mlp>","4",""
"45436","1","2019-02-12 09:41:33","1","37","<predictive-modeling><recommender-system>","0",""
"45437","1","2019-02-12 09:47:13","3","192","<python><classification><keras>","2",""
"45438","1","2019-02-12 09:59:33","2","6916","<python><neural-network>","1",""
"45441","1","2019-02-12 11:35:08","1","679","<python><anaconda>","0",""
"45442","1","2019-02-12 11:35:56","2","575","<python><neural-network><deep-learning><keras>","0",""
"45443","1","2019-02-12 11:36:15","1","405","<python><scikit-learn><random-forest>","1",""
"45444","1","2019-02-12 12:00:15","1","77","<data-mining><time-series><lstm><rnn><data-cleaning>","0",""
"45449","1","2019-02-12 13:55:49","3","1409","<python><dataset><pandas>","1",""
"45451","1","2019-02-12 14:33:37","3","2267","<keras>","2",""
"45452","1","2019-02-12 15:09:52","4","118","<data-mining><dataset><statistics><sampling>","1",""
"45457","1","2019-02-12 15:43:35","2","47","<statistics><feature-engineering>","0",""
"45458","1","2019-02-12 16:01:24","2","45","<clustering><similarity><variance><dbscan>","0",""
"45459","1","2019-02-12 17:15:05","17","3457","<scikit-learn><graphs>","1",""
"45461","1","2019-02-12 19:08:38","2","1660","<python><data><decision-trees><prediction><h2o>","1",""
"45464","1","2019-02-12 20:50:15","2","1707","<python><scikit-learn><nlp><topic-model><lda>","1",""
"45465","1","2019-02-12 21:08:34","1","39","<regression><prediction><class-imbalance>","1",""
"45467","1","2019-02-12 21:49:08","3","59","<machine-learning><deep-learning>","0",""
"45469","1","2019-02-12 22:40:12","1","166","<machine-learning><deep-learning><keras><scikit-learn><multilabel-classification>","0","0"
"45470","1","2019-02-12 22:59:07","4","524","<machine-learning><random-forest><data-cleaning><machine-learning-model><data-wrangling>","3",""
"45471","1","2019-02-12 23:26:14","4","1091","<xgboost><probability><hyperparameter>","2",""
"45475","1","2019-02-13 03:43:48","13","8802","<nlp><attention-mechanism>","2",""
"45476","1","2019-02-13 04:25:53","2","113","<orange>","1",""
"45480","1","2019-02-13 06:35:55","3","103","<neural-network><perceptron><mlp>","1",""
"45484","1","2019-02-13 07:33:35","1","79","<python><time-series><pandas>","0",""
"45486","1","2019-02-13 07:46:49","1","46","<classification><clustering>","2",""
"45495","1","2019-02-13 10:27:41","1","20","<python><nlp><text-mining><topic-model>","0",""
"45497","1","2019-02-13 10:34:29","1","35","<machine-learning><decision-trees><accuracy>","0",""
"45498","1","2019-02-13 10:49:48","2","1739","<tensorflow><training><epochs>","1",""
"45499","1","2019-02-13 11:42:49","1","640","<r>","1",""
"45500","1","2019-02-13 12:00:29","3","1566","<neural-network><keras><tensorflow>","2",""
"45503","1","2019-02-13 12:14:24","5","2738","<neural-network><regression><lstm><rnn><word-embeddings>","4",""
"45505","1","2019-02-13 12:49:24","3","190","<neural-network><activation-function>","1",""
"45508","1","2019-02-13 13:53:55","2","32","<python><scikit-learn><dataset><scipy>","1",""
"45509","1","2019-02-13 14:22:49","2","83","<pca><dimensionality-reduction>","0",""
"45510","1","2019-02-13 14:33:40","4","297","<time-series><clustering><preprocessing><distance>","1",""
"45511","1","2019-02-13 14:39:47","1","17","<machine-learning><dataset><statistics>","0",""
"45514","1","2019-02-13 14:57:20","1","117","<python><keras><tensorflow>","0",""
"45517","1","2019-02-13 15:34:10","3","27","<audio-recognition>","0",""
"45519","1","2019-02-13 15:44:59","1","1143","<python><text-mining><nltk><pip>","0",""
"45520","1","2019-02-13 15:49:08","3","202","<word-embeddings><multilabel-classification><nlp><distance>","1",""
"45523","1","2019-02-13 16:38:57","1","273","<accuracy>","1",""
"45524","1","2019-02-13 17:18:16","1","43","<python><autoencoder><accuracy>","1",""
"45526","1","2019-02-13 18:02:00","5","159","<classification><nlp><cross-validation><model-evaluations>","2",""
"45527","1","2019-02-13 18:05:45","1","323","<random-forest><data-cleaning><encoding><geospatial>","0",""
"45530","1","2019-02-13 18:33:05","1","319","<deep-learning>","0",""
"45532","1","2019-02-13 18:48:49","2","419","<classification>","2",""
"45533","1","2019-02-13 19:18:58","11","7300","<feature-extraction><databases>","7",""
"45539","1","2019-02-13 20:30:32","1","121","<lstm><rnn>","0",""
"45540","1","2019-02-13 21:30:54","4","593","<machine-learning><python><scikit-learn><regression><supervised-learning>","2",""
"45542","1","2019-02-13 22:25:43","1","27","<svm><semi-supervised-learning><implementation>","0",""
"45543","1","2019-02-13 23:51:11","1","26","<machine-learning><object-detection>","0",""
"45544","1","2019-02-14 00:15:23","1","583","<time-series><clustering><data><anomaly-detection><data-science-model>","1",""
"45545","1","2019-02-14 00:21:07","2","1705","<machine-learning><time-series><predictive-modeling><lstm><matlab>","0",""
"45546","1","2019-02-14 00:49:54","2","210","<machine-learning><notation><pac-learning>","1",""
"45550","1","2019-02-14 02:26:19","3","16402","<pandas><kaggle>","1",""
"45552","1","2019-02-14 03:04:21","1","976","<scikit-learn><svm>","1",""
"45553","1","2019-02-14 03:24:29","3","751","<xgboost><ranking><ndcg>","0",""
"45554","1","2019-02-14 05:17:07","2","505","<machine-learning><algorithms>","1",""
"45556","1","2019-02-14 05:47:46","1","43","<machine-learning><gradient-descent>","1",""
"45559","1","2019-02-14 08:04:39","-1","39","<python><clustering><unsupervised-learning>","2",""
"45562","1","2019-02-14 09:11:39","1","225","<machine-learning><predictive-modeling><regression><cross-validation><accuracy>","0",""
"45563","1","2019-02-14 09:19:53","1","1851","<machine-learning><xgboost>","2",""
"45566","1","2019-02-14 09:49:51","0","74","<gradient-descent>","2",""
"45568","1","2019-02-14 10:17:44","0","39","<python><tensorflow><word-embeddings>","1",""
"45569","1","2019-02-14 10:17:48","1","37","<lstm><multilabel-classification>","0",""
"45570","1","2019-02-14 11:36:39","1","125","<probability><distribution>","0",""
"45575","1","2019-02-14 12:14:02","7","1808","<machine-learning><data-leakage>","1",""
"45578","1","2019-02-14 14:33:54","31","23640","<variance><bias>","5",""
"45580","1","2019-02-14 15:08:51","3","1799","<keras><noise>","1",""
"45582","1","2019-02-14 15:42:36","1","27","<distance>","0",""
"45588","1","2019-02-14 17:05:51","1","49","<dataset><data><project-planning>","1",""
"45589","1","2019-02-14 17:20:50","1","55","<machine-learning><machine-learning-model>","0",""
"45593","1","2019-02-14 21:14:15","2","110","<machine-learning><word2vec><pytorch>","1",""
"45597","1","2019-02-15 00:27:06","1","297","<time-series><predictive-modeling><prediction><matlab><plotting>","0",""
"45598","1","2019-02-15 00:29:55","2","385","<neural-network><perceptron><mlp><implementation>","1",""
"45600","1","2019-02-15 05:01:13","4","1195","<time-series><lstm><rnn>","1",""
"45601","1","2019-02-15 05:39:48","1","30","<cnn><backpropagation>","1",""
"45602","1","2019-02-15 06:23:24","3","378","<python><pandas>","1",""
"45603","1","2019-02-15 06:29:42","2","174","<python><deep-learning>","0",""
"45605","1","2019-02-15 06:52:37","1","368","<python><nlp><nltk>","1",""
"45607","1","2019-02-15 07:26:50","0","1339","<clustering>","2",""
"45611","1","2019-02-15 07:54:42","1","90","<machine-learning><neural-network><pytorch>","1",""
"45614","1","2019-02-15 08:16:30","3","2286","<normalization>","1",""
"45615","1","2019-02-15 08:16:57","3","2183","<python><scikit-learn><pandas><descriptive-statistics>","2",""
"45620","1","2019-02-15 09:03:25","1","119","<neural-network><lstm>","0",""
"45622","1","2019-02-15 09:48:36","1","44","<python><scikit-learn><random-forest><decision-trees>","0",""
"45624","1","2019-02-15 10:24:17","3","4094","<python><r><data-mining>","1",""
"45625","1","2019-02-15 10:40:39","1","80","<dataset>","0",""
"45626","1","2019-02-15 10:52:32","1","339","<lstm><labels>","1",""
"45627","1","2019-02-15 10:55:46","3","96","<machine-learning><python><scikit-learn><regression><pandas>","1",""
"45628","1","2019-02-15 11:04:48","1","622","<machine-learning><python><pandas><k-nn>","0",""
"45629","1","2019-02-15 11:19:08","1","458","<keras><nlp><loss-function>","0",""
"45631","1","2019-02-15 12:27:50","1","13","<tensorflow>","0",""
"45633","1","2019-02-15 13:23:17","0","229","<machine-learning><regression>","2",""
"45639","1","2019-02-15 14:30:18","0","57","<python><deep-learning><numpy>","1",""
"45648","1","2019-02-15 16:04:28","1","296","<jupyter><linux>","0",""
"45650","1","2019-02-15 16:11:23","1","27","<python><neural-network><tensorflow><accuracy>","0",""
"45655","1","2019-02-15 16:47:01","2","366","<machine-learning><pandas><dataframe>","1",""
"45656","1","2019-02-15 16:58:56","2","2163","<python><pytorch><jupyter>","1",""
"45657","1","2019-02-15 18:09:57","1","31","<deep-learning><gan><objective-function>","0",""
"45659","1","2019-02-15 18:37:10","3","712","<reinforcement-learning>","1",""
"45660","1","2019-02-15 18:39:44","1","447","<machine-learning><bigdata><bias>","0",""
"45661","1","2019-02-15 20:25:52","3","956","<machine-learning><deep-learning><statistics><generative-models>","1",""
"45663","1","2019-02-15 20:49:28","6","3521","<machine-learning><python><scikit-learn><pandas>","1",""
"45666","1","2019-02-15 22:04:27","1","169","<graphs>","0",""
"45667","1","2019-02-15 22:11:00","1","352","<python><statistics><numpy><distribution><scipy>","0",""
"45668","1","2019-02-15 23:03:42","4","3289","<machine-learning><scikit-learn><ridge-regression>","2",""
"45671","1","2019-02-16 03:59:13","3","822","<machine-learning><neural-network>","1",""
"45672","1","2019-02-16 05:36:46","2","1831","<time-series><predictive-modeling><random-forest><training><transfer-learning>","2",""
"45675","1","2019-02-16 07:35:56","2","571","<machine-learning><preprocessing>","2",""
"45678","1","2019-02-16 09:24:19","7","1584","<neural-network><deep-learning><convolution><mathematics><image-preprocessing>","2",""
"45679","1","2019-02-16 09:48:06","2","1394","<python><jupyter>","1",""
"45680","1","2019-02-16 10:16:08","3","882","<cnn>","1",""
"45681","1","2019-02-16 10:16:55","1","95","<machine-learning><naive-bayes-classifier>","2",""
"45684","1","2019-02-16 12:12:19","7","10086","<machine-learning><python><neural-network><deep-learning><time-series>","1",""
"45685","1","2019-02-16 13:26:07","1","96","<python><jupyter><fastai>","1",""
"45686","1","2019-02-16 13:40:39","3","693","<feature-selection>","1",""
"45688","1","2019-02-16 14:28:10","1","30","<linear-regression>","1",""
"45689","1","2019-02-16 14:29:12","1","67","<machine-learning><deep-learning>","0",""
"45690","1","2019-02-16 14:37:25","4","367","<machine-learning><pca><dimensionality-reduction>","1",""
"45691","1","2019-02-16 14:55:10","4","368","<machine-learning><mathematics><linear-algebra>","1",""
"45698","1","2019-02-16 17:38:01","2","2587","<keras><scikit-learn><cross-validation>","1",""
"45702","1","2019-02-16 20:05:03","3","112","<neural-network><optimization>","1","0"
"45703","1","2019-02-16 21:43:32","8","4356","<linear-regression><terminology>","3",""
"45711","1","2019-02-17 04:41:27","6","5791","<python><distribution><matplotlib><image>","1",""
"45713","1","2019-02-17 09:06:47","3","210","<regression><linear-regression><data-science-model>","1",""
"45714","1","2019-02-17 10:13:20","1","26","<machine-learning><statistics>","0",""
"45716","1","2019-02-17 12:52:43","2","541","<machine-learning><python><classification>","1",""
"45718","1","2019-02-17 13:07:47","2","858","<machine-learning><python><reinforcement-learning><backpropagation><pytorch>","0",""
"45719","1","2019-02-17 13:24:50","1","61","<autoencoder>","0",""
"45720","1","2019-02-17 16:45:39","1","918","<python><nlp>","0",""
"45721","1","2019-02-17 17:09:15","1","28","<regression><lstm><cnn>","0",""
"45725","1","2019-02-17 18:28:15","4","134","<machine-learning><python><normalization>","1",""
"45726","1","2019-02-17 19:06:30","2","21049","<python><anaconda>","1",""
"45728","1","2019-02-17 19:20:14","4","701","<machine-learning><python><scikit-learn><svm>","2",""
"45729","1","2019-02-17 20:11:09","0","10387","<python><regression><pandas><correlation>","2",""
"45731","1","2019-02-17 21:01:31","4","2631","<image-classification><transfer-learning>","1",""
"45735","1","2019-02-18 00:30:49","2","417","<probability><probabilistic-programming>","1",""
"45737","1","2019-02-18 04:03:24","1","42","<machine-learning><deep-learning><tensorflow><computer-vision><convolution>","1",""
"45738","1","2019-02-18 04:26:41","2","4081","<data><svm><data-science-model>","1",""
"45740","1","2019-02-18 06:10:38","2","855","<machine-learning><neural-network><keras><scikit-learn>","1",""
"45744","1","2019-02-18 09:22:27","1","33","<python><data-mining><dataset><pandas><data>","0",""
"45746","1","2019-02-18 10:19:47","1","608","<nlp><word-embeddings><stanford-nlp><embeddings>","0",""
"45749","1","2019-02-18 10:39:12","4","1187","<machine-learning><neural-network><deep-learning><cnn>","2",""
"45750","1","2019-02-18 10:46:29","2","678","<cnn><training><weight-initialization>","3",""
"45751","1","2019-02-18 10:54:23","3","173","<python><pandas><plotting>","1",""
"45753","1","2019-02-18 11:15:09","1","121","<pandas><graphs><jupyter><matplotlib>","1",""
"45754","1","2019-02-18 11:27:35","2","40","<machine-learning><time-series><probability><convolution>","0",""
"45757","1","2019-02-18 12:29:23","6","1711","<reinforcement-learning><dqn><discounted-reward>","2",""
"45759","1","2019-02-18 14:20:05","1","364","<tensorflow><jupyter><google><cloud><pip>","1",""
"45762","1","2019-02-18 14:58:12","2","762","<cnn><activation-function>","2",""
"45764","1","2019-02-18 15:20:17","3","547","<neural-network><training><cost-function><convergence>","4",""
"45765","1","2019-02-18 15:41:48","1","129","<machine-learning><python><anomaly-detection><data-science-model>","0",""
"45766","1","2019-02-18 15:42:07","1","24","<python><data-mining><pandas><visualization><data-cleaning>","0",""
"45767","1","2019-02-18 16:02:49","2","2782","<python><neural-network><cross-validation><sampling>","1",""
"45768","1","2019-02-18 17:29:31","3","969","<model-evaluations><information-retrieval><metric>","1",""
"45769","1","2019-02-18 17:41:24","1","202","<python><deep-learning><tensorflow><gpu>","0",""
"45774","1","2019-02-18 20:47:09","4","701","<machine-learning><deep-learning><bigdata><model-selection><pac-learning>","4",""
"45776","1","2019-02-18 21:05:09","2","88","<machine-learning><classification><statistics><probability>","1",""
"45781","1","2019-02-18 22:20:03","6","1297","<deep-learning><keras><lstm><rnn>","1",""
